sex,age,educ,income,married,race
1,29,10,15000,1,1
1,39,13,110,1,1
0,78,10,39900,1,1
0,29,15,26100,0,1
0,45,9,21000,0,1
1,59,11,0,0,1
1,38,14,0,1,1
0,36,11,48200,0,1
0,52,13,145000,1,4
0,73,14,15300,0,1
0,26,13,47800,0,1
1,26,11,19000,0,1
0,52,15,123600,1,1
1,45,8,127700,1,1
0,47,11,325000,1,1
1,81,11,11900,0,1
0,72,4,16400,1,4
1,57,11,340,1,1
0,38,5,7500,0,2
1,45,13,11000,1,1
1,57,13,4300,0,4
0,30,3,26800,1,2
0,72,13,13800,0,2
0,53,8,2900,0,2
1,52,12,24400,1,2
0,57,12,65000,1,1
0,25,10,48000,1,3
0,45,12,12000,0,1
0,40,15,80000,1,1
1,64,4,15500,0,3
1,19,7,0,0,1
1,47,7,14800,0,1
1,27,11,0,0,4
1,39,11,2600,0,3
1,52,9,0,1,4
1,93,11,22600,1,1
1,27,13,55800,0,4
0,38,2,15000,1,2
1,44,12,24100,1,1
0,59,4,3500,1,2
0,32,13,32000,1,1
1,60,10,0,1,1
1,23,10,31000,1,4
1,24,9,0,0,1
1,33,9,0,1,1
0,43,13,14400,1,2
1,39,11,50750,0,1
1,42,11,89000,0,1
1,77,2,7400,1,4
0,19,11,0,0,1
0,25,3,10000,1,2
1,39,13,1e+05,1,1
0,49,13,30000,0,4
0,74,9,43700,1,1
1,50,6,670,1,1
1,26,13,3300,0,4
1,89,4,9700,0,1
1,56,11,77000,1,1
0,68,13,37400,1,1
1,22,9,8000,0,3
1,65,9,6400,1,1
0,41,11,30000,0,2
0,85,13,56700,1,1
0,36,9,9600,0,2
1,30,11,14800,0,1
0,68,9,37400,1,1
1,63,13,27200,0,4
1,79,10,4700,1,2
1,35,8,12000,1,4
1,37,10,1400,0,1
0,20,8,16000,1,2
1,50,13,52000,1,1
1,38,11,12000,0,1
0,62,10,17330,1,1
0,22,9,15400,0,2
0,56,12,20000,0,1
1,26,13,30000,0,4
1,26,6,14000,1,2
0,56,9,30920,1,4
0,74,13,17500,0,1
1,18,9,0,0,2
1,57,11,38400,0,1
0,39,2,5000,1,2
0,38,1,34200,1,2
1,19,10,6000,0,1
0,18,4,0,0,2
0,61,6,21600,0,3
0,46,11,35020,0,3
1,18,3,0,0,2
1,19,7,0,1,2
0,60,15,20000,0,2
1,28,9,8700,1,4
1,49,15,73900,0,1
1,62,11,0,0,4
1,81,9,6800,1,1
0,75,9,19000,0,3
1,23,11,0,0,1
0,32,14,37700,0,4
0,40,9,17400,0,1
0,40,13,1e+05,1,1
1,22,8,12180,0,4
0,41,11,21000,1,1
0,31,3,8000,1,2
1,56,9,3000,1,1
0,34,4,14000,1,2
1,19,9,5300,0,2
0,32,9,29000,1,2
0,21,8,10600,1,2
1,84,9,10900,1,1
0,46,11,61200,0,2
1,27,9,3800,1,1
1,55,13,40400,1,1
1,18,9,10000,0,2
1,74,6,18500,1,2
0,76,9,160800,1,1
0,41,2,12450,0,2
0,37,9,1e+05,1,1
0,23,13,7000,0,1
0,55,1,16300,1,2
0,28,13,66000,0,1
0,23,11,0,0,4
1,36,7,0,1,1
1,24,12,8800,0,1
0,30,5,10000,1,2
1,28,13,29000,0,1
1,27,13,29000,0,1
0,22,5,15000,0,2
1,45,11,0,1,4
0,44,8,14200,0,3
0,33,13,55130,0,1
1,23,13,248600,0,1
1,35,14,0,1,1
1,68,9,8600,0,1
0,49,10,60000,1,1
1,78,11,23700,1,1
0,46,12,30000,0,1
0,27,9,10000,0,2
1,51,11,5700,1,1
1,45,13,44000,1,4
0,25,11,50000,0,4
1,38,12,42200,1,4
0,33,4,33000,1,2
1,39,11,60000,1,4
0,34,13,66000,1,1
0,39,10,44200,0,2
1,32,5,0,1,2
0,25,9,12000,0,1
0,54,10,3800,1,1
0,80,8,8400,1,2
0,78,2,7200,1,4
1,58,9,110000,0,1
1,34,13,0,1,4
0,22,11,4000,0,1
1,30,13,44000,1,1
1,34,6,26000,1,1
1,79,9,19800,1,1
0,65,11,39000,1,1
0,76,9,35400,1,1
1,35,12,29100,1,4
1,62,10,150,1,4
1,69,4,6500,0,1
1,71,9,27800,0,1
0,37,11,17500,1,1
0,30,4,21300,1,2
0,29,13,32050,0,1
0,44,12,343690,1,1
0,19,2,0,0,4
1,54,11,101200,0,1
0,31,11,35000,1,4
1,49,14,60050,0,1
1,50,10,0,1,2
1,49,11,0,1,1
1,49,9,0,1,1
0,23,11,22000,0,4
0,40,13,326500,1,1
0,27,9,0,1,2
0,39,10,251000,1,1
0,43,3,68000,1,2
1,51,13,0,1,3
0,45,9,0,0,3
1,22,11,620,0,3
1,75,11,80700,0,1
1,35,11,20000,1,4
1,46,14,41000,1,1
1,54,11,24500,0,1
1,40,4,14000,0,2
0,71,4,5500,1,2
0,80,10,56500,1,4
1,52,10,0,1,1
1,44,13,103000,1,1
1,24,3,0,1,1
0,25,9,25000,0,2
0,56,6,0,1,1
1,53,9,60000,0,1
1,24,13,26030,0,1
1,59,11,29500,1,4
1,40,15,0,1,3
0,34,9,19000,1,2
1,53,15,0,0,1
0,44,12,80000,1,1
1,88,9,0,0,4
0,32,11,52000,1,1
0,51,13,52000,0,1
1,45,13,36000,1,1
0,43,2,14100,0,2
0,68,12,27100,1,1
1,63,9,10400,0,1
0,50,4,6000,0,2
1,27,13,0,0,4
0,33,11,500,1,2
1,78,8,0,0,2
0,46,10,56000,1,1
0,32,9,10000,1,4
0,28,13,30000,0,1
0,19,8,4700,1,1
1,27,9,10000,1,1
1,28,9,35000,0,2
0,53,3,20400,0,1
0,57,11,54900,1,1
1,55,9,20000,1,1
1,46,11,21800,1,1
1,34,9,18000,0,1
0,40,11,28600,1,1
0,32,11,37310,1,2
1,51,7,130,0,1
0,53,9,54000,1,1
0,31,9,24900,1,1
0,20,9,0,0,2
0,34,9,80000,0,2
1,23,13,36000,0,4
1,39,8,1800,1,2
1,63,9,8000,1,3
0,21,11,15000,0,1
1,53,13,108350,1,1
0,46,6,0,0,2
1,57,10,13500,0,1
0,55,14,161000,1,1
0,65,8,12200,1,1
1,75,12,1980,0,1
1,25,13,35020,0,4
0,22,7,20000,0,2
0,76,14,4800,0,1
0,36,9,8100,0,3
1,20,11,15800,0,1
1,76,3,8520,0,2
1,20,9,2000,0,4
0,69,9,10600,1,1
1,34,9,0,1,4
1,43,11,0,1,1
1,40,9,24000,1,2
1,34,14,1700,1,4
1,55,7,16000,0,1
0,34,11,17800,0,4
0,19,9,9300,0,2
1,24,10,16000,0,3
0,32,13,64200,0,1
1,28,9,5300,1,2
0,63,6,45000,0,1
1,32,13,14500,1,1
1,35,13,0,1,1
0,18,9,5000,0,2
1,43,11,34000,0,1
0,19,9,2000,0,1
1,19,8,0,0,4
1,50,10,0,1,1
0,28,9,16300,0,1
0,40,4,6000,1,2
0,82,13,48500,1,1
0,42,8,4800,1,1
0,41,11,95050,1,2
1,29,13,2000,0,1
0,25,4,0,0,2
0,27,5,13000,1,2
0,22,7,10000,0,2
1,66,11,4100,1,1
0,45,13,34200,0,3
1,22,11,22800,0,3
1,80,9,7000,1,1
1,55,9,0,1,4
1,39,9,40000,1,3
0,31,11,24000,0,2
0,32,12,15000,1,1
1,55,9,45000,0,4
1,32,9,22000,0,1
0,40,13,1e+05,1,3
1,77,1,7300,0,2
1,41,9,17000,0,2
1,76,11,11100,0,1
1,79,9,10400,0,1
1,25,13,40000,0,1
0,34,11,28000,0,1
1,39,3,52000,1,2
0,44,12,30000,1,2
0,48,10,53000,1,1
1,40,9,0,1,4
0,24,9,22000,0,4
0,41,13,90000,0,1
0,56,13,159700,1,1
0,37,1,6950,1,1
0,33,13,24000,1,4
1,50,9,6800,1,1
1,49,14,36700,1,1
1,50,5,0,1,2
1,39,4,90,1,2
1,22,11,1700,1,1
1,20,9,25000,0,1
0,81,11,24400,1,1
0,50,13,65000,1,1
1,47,4,3500,0,2
0,26,13,35000,1,1
0,49,9,9000,0,1
1,27,12,0,1,1
0,57,8,640,1,2
1,67,9,0,1,3
1,81,12,10200,1,4
1,43,14,14000,0,1
0,42,8,20160,0,1
0,49,9,39000,1,1
1,35,9,0,1,2
0,78,13,12500,0,1
1,42,4,0,0,4
0,41,13,48404,0,1
1,83,9,10500,0,1
1,51,10,88000,1,1
1,73,9,13000,0,3
1,25,9,0,1,2
0,49,13,105900,1,1
0,51,12,62000,1,1
1,70,5,18400,0,2
1,42,11,8100,0,4
1,27,10,34200,1,1
0,33,6,25000,0,4
0,41,11,19200,0,1
0,40,11,24400,0,1
1,65,9,3200,1,1
1,22,9,15000,0,2
0,39,13,1e+05,1,1
0,38,11,70000,1,4
0,30,13,55000,1,2
0,57,13,151000,1,1
1,52,9,0,1,1
1,38,10,29000,0,1
1,74,5,20370,0,3
1,45,12,11600,1,3
1,21,11,4000,0,1
1,27,9,18000,0,3
1,62,9,9700,0,2
1,37,11,11000,1,1
1,59,9,30300,0,3
1,50,13,4500,0,3
0,70,2,3700,1,4
1,43,9,0,1,4
0,39,13,77000,1,1
0,64,4,5820,1,2
0,31,13,1e+05,1,4
1,33,14,5900,0,1
0,78,13,36000,0,1
0,35,11,20000,0,1
0,56,10,20600,1,2
0,40,9,65000,1,1
0,18,9,12000,0,2
1,18,7,0,0,2
0,46,9,30000,0,2
0,35,13,88000,0,1
0,70,11,9700,1,1
1,72,5,37690,1,2
1,73,15,5700,0,3
0,43,3,16000,1,2
0,23,12,15000,0,1
0,19,9,3600,0,1
0,46,3,52000,1,2
1,48,13,25000,1,1
0,58,11,19400,1,2
0,62,9,13000,0,1
0,66,11,60700,1,3
1,23,11,0,0,4
0,36,9,32000,1,1
0,29,11,22000,1,2
1,52,13,54200,1,1
0,46,11,20100,0,1
1,72,14,10930,1,1
1,59,9,0,1,4
0,58,16,24030,1,1
1,93,9,0,0,2
1,60,9,3000,1,1
0,45,10,7000,0,3
0,20,9,30600,0,1
0,48,2,25000,1,4
1,21,10,14000,0,1
1,47,10,25500,0,1
0,36,9,35000,1,2
1,43,9,0,1,1
0,25,12,5000,0,4
0,55,10,41110,0,1
1,30,10,28100,0,4
0,40,14,126500,1,1
1,34,3,13000,1,2
1,59,9,31000,1,2
0,20,11,8900,0,3
1,54,13,65000,1,1
1,28,9,2300,1,1
0,24,9,32700,0,2
0,79,9,12000,1,4
0,42,11,60000,1,2
0,32,10,70000,0,2
1,48,9,19600,1,1
1,43,7,8100,1,4
1,33,2,13100,1,2
1,19,11,8800,0,4
1,41,11,40000,1,2
1,28,10,2000,0,1
0,58,2,0,1,2
1,61,9,12600,0,1
1,73,3,9000,1,2
0,35,11,30000,1,2
0,45,4,9300,0,2
1,31,11,26000,0,3
1,44,14,70000,1,1
1,28,13,32000,1,2
1,54,11,0,1,1
0,30,8,10000,0,4
1,45,9,38000,0,1
1,88,9,7200,0,1
0,26,10,1000,0,1
1,77,6,14600,0,1
0,37,11,26500,0,1
0,31,13,76200,0,1
0,40,1,19000,1,2
0,75,2,12000,1,1
0,48,10,66000,1,1
1,20,11,15000,0,3
1,45,12,40000,1,1
0,22,9,4100,0,2
0,45,5,40000,1,2
0,31,6,45000,1,2
1,47,12,860,1,1
0,19,10,0,0,3
1,25,9,20800,0,2
0,57,11,69004,1,3
1,29,9,49000,1,3
0,47,1,30000,1,2
1,50,9,0,1,1
1,18,2,8000,0,4
0,51,13,55000,0,1
1,67,13,0,1,1
1,50,11,68000,0,1
0,32,11,49500,0,4
1,81,4,6000,0,4
0,40,9,42260,0,1
0,32,9,70000,1,2
1,48,16,58800,1,1
0,42,9,44300,1,2
0,57,1,60000,1,1
0,41,13,990,0,1
1,41,13,0,1,1
1,26,15,10000,0,2
1,62,11,13600,1,1
0,58,8,23800,1,1
0,50,15,0,0,2
1,31,3,0,1,2
0,76,12,91300,1,1
0,20,11,11000,0,4
1,19,10,5000,0,2
1,25,9,13800,0,2
0,33,13,37000,0,1
0,24,11,33020,1,1
1,29,13,36200,0,1
1,29,13,43000,0,4
1,29,11,24200,0,3
1,26,14,36000,1,3
0,45,11,85460,1,1
0,64,13,110000,1,1
1,45,3,0,1,2
1,30,13,102000,1,4
0,87,11,41000,1,3
1,49,10,45000,0,1
0,31,14,84000,1,1
1,87,13,14590,0,1
1,83,1,7800,0,4
1,53,11,11240,1,1
0,48,7,22000,1,2
0,25,11,5180,0,1
0,74,14,14500,1,1
1,79,13,6000,1,2
0,38,11,2500,0,1
0,62,10,110000,1,1
0,42,13,0,0,2
0,50,11,64460,1,1
0,27,13,50000,1,1
0,30,13,80760,1,4
0,55,11,144000,1,1
0,20,6,16300,0,2
0,75,4,17900,1,4
1,39,10,28000,1,1
1,88,1,4800,0,2
0,22,10,14900,0,3
1,54,14,28000,1,1
1,35,9,8400,1,4
0,68,15,157200,1,1
0,32,11,280,0,4
1,38,9,40500,1,1
1,66,4,6000,1,1
1,37,15,59000,1,3
1,25,12,50000,0,1
0,34,8,50000,1,2
1,64,10,5000,1,1
0,38,14,15000,0,1
0,35,11,15100,1,4
0,29,7,0,1,2
1,23,13,5100,0,1
1,43,8,2900,0,2
1,24,12,27800,0,1
0,23,3,15000,1,2
0,75,11,23600,1,1
0,49,13,70500,1,1
0,41,8,37800,1,2
1,63,9,0,1,1
0,39,4,15500,1,2
0,76,1,17000,0,2
1,27,12,24000,1,2
0,44,13,55000,0,1
1,50,8,0,1,1
0,63,11,16450,0,2
0,51,10,14200,1,1
0,38,11,50000,1,1
1,28,13,30330,0,1
1,36,13,53400,1,1
1,35,11,3800,1,1
0,28,12,23000,0,2
1,83,10,36400,0,1
0,19,9,0,0,2
0,24,7,10000,0,2
0,34,11,36500,1,1
1,70,13,142000,0,1
0,32,11,50810,1,2
1,41,13,22900,1,1
1,37,15,60000,1,1
0,22,11,1600,0,4
0,35,9,6400,0,3
0,37,3,17100,1,2
1,87,12,9400,1,4
0,25,9,12300,0,3
1,35,10,45000,1,1
0,37,1,9600,1,2
1,55,3,5400,1,2
1,30,7,0,0,1
0,23,11,26000,0,1
1,50,12,32700,1,1
0,56,13,39470,1,4
1,51,1,0,1,2
0,33,9,0,0,1
0,71,15,16800,1,1
0,24,12,20000,0,1
1,23,8,0,0,2
0,27,9,4200,0,2
0,47,11,41300,0,1
1,70,11,50000,1,4
1,35,10,179900,1,1
1,22,9,26000,0,1
0,51,9,30000,1,1
1,32,10,28000,1,1
0,39,12,17500,1,2
0,29,11,25000,1,3
1,46,11,48800,1,1
0,41,9,72240,1,1
1,47,12,1500,1,1
0,22,8,18000,1,2
0,37,9,32000,1,4
0,20,8,0,0,3
1,38,7,0,1,2
1,47,13,40000,1,1
0,18,8,60,0,3
0,72,4,0,1,2
1,31,9,0,1,2
0,37,15,174000,1,4
0,47,12,71000,0,2
0,60,11,39000,1,1
1,38,13,27600,1,1
1,74,9,22500,1,1
1,79,9,0,0,2
0,40,7,20000,0,1
0,49,15,325000,1,4
1,30,11,2500,1,2
1,48,11,14900,1,1
1,44,8,19000,1,3
0,65,8,11200,0,2
0,43,13,46800,1,1
1,29,3,12400,1,2
1,36,13,137000,1,1
1,25,5,0,0,2
1,44,13,31000,1,1
0,39,14,15250,1,1
1,52,9,36300,0,1
0,67,12,25250,1,1
0,65,9,12000,1,2
0,36,12,50000,1,1
1,27,14,0,1,2
0,22,4,10000,0,2
0,38,14,325000,1,1
1,50,12,59000,1,1
1,29,10,12500,0,3
0,77,7,11200,1,2
1,57,10,28900,0,1
0,43,2,11000,0,2
1,22,7,4600,1,2
0,48,11,50000,1,1
0,18,6,57000,0,2
0,75,10,33500,1,1
1,55,4,8800,0,3
0,42,2,7200,1,2
1,49,13,60000,1,1
0,19,10,5200,1,4
0,65,11,40800,1,2
0,77,5,7200,1,4
1,55,6,10000,0,2
0,35,11,25000,0,4
0,40,9,19000,1,2
0,40,11,11000,1,3
1,89,11,24000,0,1
1,21,11,6000,0,2
1,30,9,3900,1,1
0,20,9,0,0,4
0,19,11,16000,0,1
1,50,14,5500,1,1
1,46,13,9200,1,1
1,47,10,3600,1,2
1,58,1,8300,0,4
0,28,8,10500,0,1
1,72,13,21800,0,1
0,39,3,12620,1,4
1,65,9,4300,1,1
1,51,11,125000,1,3
0,44,8,73000,1,1
1,30,1,0,0,2
1,32,9,20000,1,4
0,32,11,115000,1,1
1,53,14,49100,0,1
0,30,11,70000,1,1
0,31,3,25000,0,2
0,38,3,0,1,2
0,42,8,48000,1,1
0,32,15,326000,0,1
0,32,9,9900,1,2
0,55,1,8300,0,1
1,54,4,0,1,1
1,45,11,42000,1,3
1,50,8,0,0,3
1,65,6,34400,0,4
0,36,12,25000,1,4
1,36,13,3800,1,4
1,30,11,24990,1,4
0,20,8,8800,1,2
0,25,9,16000,0,1
1,30,3,18300,1,2
0,28,10,25000,1,2
1,85,13,46600,0,1
1,34,8,0,1,2
1,21,10,6000,0,1
0,20,9,8000,0,2
1,20,10,10000,0,2
0,19,9,7500,0,2
1,29,9,22000,0,2
0,48,11,-4020,1,1
1,44,13,6800,1,4
0,38,9,72900,1,1
0,70,10,15500,0,1
0,33,1,0,0,1
0,41,9,50000,0,1
0,18,10,0,0,2
1,44,13,251300,1,1
1,50,2,8500,0,2
1,53,11,29000,1,1
0,38,8,70000,1,1
0,67,9,36400,0,1
1,31,11,0,1,2
0,31,13,64000,0,1
1,79,14,7200,1,1
1,28,4,6000,1,2
0,70,3,6100,1,2
1,37,13,16150,1,2
1,26,9,5000,1,2
1,39,13,10850,0,3
1,23,13,9000,1,1
0,58,14,90000,1,1
0,56,11,52500,1,1
0,38,6,15000,1,1
1,48,15,44900,0,1
1,57,9,21300,1,1
0,71,15,85400,1,1
0,37,8,24000,1,2
0,19,9,14300,0,2
0,39,9,44250,1,1
0,48,13,68200,1,1
1,84,9,4550,1,1
0,39,12,52500,1,4
1,51,2,11000,0,2
1,18,8,1800,0,2
0,39,3,26000,1,2
0,23,11,51000,1,2
0,67,11,31200,1,2
0,19,7,7500,0,4
1,37,9,13500,1,1
1,46,9,5000,1,1
0,81,13,47300,1,1
1,50,9,10600,1,1
0,47,11,24500,0,3
0,58,10,1e+05,1,1
0,41,8,54000,1,1
1,38,14,82000,1,4
1,54,11,62000,0,3
1,30,11,8500,0,1
1,50,11,24000,0,2
0,83,16,65800,1,1
1,43,9,11000,1,1
0,71,4,2400,1,4
1,41,11,31200,1,4
0,71,13,17400,0,1
0,62,15,132000,1,1
0,23,7,48000,1,2
1,38,9,33500,1,1
0,42,11,40000,1,3
1,29,9,0,1,2
0,31,13,58420,1,1
1,76,4,9500,0,1
0,31,4,40000,1,2
1,27,13,42000,0,4
1,57,13,36000,1,1
1,19,6,0,0,2
0,55,11,53500,1,1
1,74,11,5200,1,1
1,52,16,52000,0,1
1,21,9,9000,1,2
0,46,13,40400,0,1
1,44,13,0,1,4
0,31,10,63000,0,1
1,25,10,29100,0,3
1,58,4,19500,1,1
0,26,13,5010,0,4
0,34,14,55000,1,1
0,42,11,17000,0,1
0,47,13,39100,0,1
0,60,11,26900,1,1
0,57,9,45000,1,2
0,48,13,8300,0,1
1,59,10,40500,1,1
1,38,3,14800,0,2
1,29,9,0,1,1
1,43,9,19500,0,4
0,24,13,20500,0,4
1,28,12,22500,0,1
1,47,12,50000,1,1
1,53,9,0,1,2
0,19,9,0,1,3
1,44,11,34000,1,1
0,57,11,40600,1,1
0,21,9,12310,0,4
0,30,9,23000,1,2
0,41,10,1500,0,1
0,24,13,20000,0,1
0,42,11,85000,1,2
0,28,9,14400,1,2
1,39,7,0,0,2
0,77,11,13300,1,1
0,27,1,18000,0,4
0,65,11,24200,1,1
1,81,11,50000,1,1
0,75,10,9600,1,3
1,89,10,11200,0,1
1,84,10,10000,0,1
0,24,9,6500,1,2
1,40,14,148000,1,1
0,67,4,75800,1,2
1,74,5,26200,1,2
1,54,13,69000,0,1
1,31,13,28500,1,1
0,27,13,110000,1,1
0,38,7,15300,0,2
0,69,9,21800,1,1
0,74,5,15110,1,2
1,28,13,6000,1,1
1,40,13,0,1,1
1,48,12,13000,0,1
1,41,9,12000,0,1
1,41,3,8680,0,2
1,25,13,29390,0,1
0,77,9,19600,1,1
0,23,3,14000,1,2
0,62,14,16000,1,1
1,23,13,3000,0,1
0,52,14,75000,1,1
1,43,12,31000,1,1
1,53,4,4000,1,2
1,47,14,63000,0,1
0,46,5,17000,1,4
1,70,9,17780,1,1
0,68,14,17600,1,4
1,83,12,19200,0,1
1,22,12,6000,0,2
1,18,7,9600,1,3
0,36,16,72040,1,1
0,56,11,8800,0,1
1,62,11,0,1,4
1,39,9,22040,1,2
0,30,13,16000,0,4
1,46,5,6200,1,1
1,89,14,41900,0,1
1,41,9,20000,1,2
0,45,3,40000,1,2
1,53,3,6400,1,2
1,63,11,21600,0,1
1,45,15,5010,1,2
0,55,16,131200,1,1
0,38,8,26000,1,2
0,20,11,0,0,1
0,37,11,32570,0,1
1,43,13,78000,1,2
1,22,12,0,0,4
1,38,11,29000,0,3
0,18,10,0,0,4
0,59,13,41000,1,1
1,30,14,38000,1,2
0,46,3,140,0,2
1,43,12,99000,1,2
0,55,1,50000,1,2
1,32,13,13600,1,1
0,76,2,8100,0,4
0,56,9,1e+05,0,4
0,61,9,60000,1,1
1,81,13,9400,1,1
0,52,1,0,0,1
1,23,12,14000,0,2
1,29,6,15000,0,1
0,40,13,18300,0,2
0,34,8,40000,0,2
1,38,13,12000,1,1
0,28,13,37500,0,4
1,22,9,0,0,2
1,35,11,3930,0,1
0,29,11,55000,0,1
0,30,1,8000,0,3
1,18,6,6000,0,1
0,59,9,0,0,1
0,32,5,0,0,2
1,43,11,0,1,4
1,26,9,32000,1,2
1,56,14,63000,1,1
0,41,6,14000,1,2
1,38,11,0,1,3
1,52,11,39000,0,4
1,43,10,37600,1,1
0,23,9,29000,1,1
0,69,9,32400,1,1
1,32,13,89000,0,1
1,71,9,16000,1,1
1,35,10,33000,1,1
0,28,8,30000,1,3
0,30,14,49400,1,4
0,55,14,325500,1,1
1,28,10,3700,1,1
1,43,11,91000,1,1
1,19,9,16000,0,1
1,77,13,3800,1,1
1,46,9,25000,1,4
0,30,9,18000,0,2
1,33,4,13000,0,2
1,31,11,10000,0,2
1,26,13,8000,1,2
1,51,11,27000,1,2
0,64,6,48000,1,1
0,63,11,52000,1,1
0,49,9,1200,0,3
1,55,13,38000,1,1
1,61,1,0,0,2
0,40,12,70000,1,1
0,36,10,85000,1,1
0,57,1,7800,1,4
0,77,16,45500,0,4
0,26,13,86000,0,4
1,69,8,7400,1,1
0,53,11,35300,1,1
1,27,9,8000,1,2
0,32,12,15000,0,2
1,39,6,6800,0,1
0,63,3,4000,1,2
0,36,5,13000,0,2
1,80,14,31100,1,1
0,26,13,12000,1,1
1,28,10,31700,0,1
1,42,14,0,1,1
0,57,15,109000,0,1
0,38,6,55000,1,1
0,39,11,74000,0,1
0,63,13,21000,0,1
0,55,13,212000,1,1
1,60,13,30000,1,4
0,37,5,20000,1,2
0,23,12,6000,1,4
1,38,13,46000,1,1
0,35,10,62000,1,1
1,44,6,28000,1,1
1,72,11,7400,0,2
0,45,9,38000,1,4
0,18,9,4000,0,2
1,24,13,9050,0,1
1,50,12,0,1,2
0,83,9,153300,0,1
1,25,13,19000,0,1
1,26,10,26000,1,1
1,32,13,89350,0,1
1,63,11,5600,1,1
1,43,11,53000,1,1
1,59,13,0,0,1
1,42,11,23900,0,1
1,93,9,36700,0,1
1,29,8,5000,1,4
0,70,12,13000,0,1
0,22,13,13000,0,2
1,29,9,45000,0,2
1,48,15,32000,0,4
1,39,13,97600,0,1
1,41,14,0,1,4
0,70,5,25200,1,1
0,43,10,43680,1,1
0,57,10,26000,0,1
1,38,13,44000,1,1
1,76,13,7100,0,1
1,61,5,12000,1,2
0,24,9,24000,0,2
1,53,12,40000,1,1
1,59,13,50000,1,4
0,76,13,38000,0,1
1,18,11,32000,0,1
0,47,9,38000,1,1
1,43,1,4200,0,4
1,36,13,36150,1,1
1,80,9,15600,0,1
0,32,15,34000,1,1
0,61,14,80150,1,1
0,48,13,37914,0,1
1,49,1,4000,0,4
1,50,10,13950,1,1
1,55,11,34000,1,1
0,31,3,18000,0,2
1,18,10,8500,0,1
1,30,13,48000,1,4
1,44,11,0,1,1
0,39,9,23100,1,1
1,29,14,14050,1,2
1,80,4,17300,0,2
0,36,9,12000,0,2
0,39,3,34000,1,2
1,21,8,0,0,2
0,42,13,86000,0,1
0,46,9,4200,0,2
1,18,7,0,0,4
0,61,14,156860,1,1
0,38,8,63000,1,1
0,30,14,90400,0,1
1,93,1,6000,0,4
1,31,2,11000,1,2
0,38,14,93000,1,1
1,64,11,28000,1,1
1,39,13,0,1,2
0,48,9,21700,1,1
1,37,13,1300,1,1
0,22,12,2000,0,3
1,32,3,16800,1,3
0,26,1,11000,1,2
0,65,13,40000,1,1
1,80,2,19240,0,2
0,20,8,8300,0,2
1,22,4,10000,0,1
0,93,6,24200,1,1
0,80,9,25500,1,1
1,48,9,16500,1,1
0,51,12,24000,1,1
1,63,3,18000,0,2
0,22,5,64000,0,2
1,23,10,0,1,1
0,28,12,54000,1,4
0,30,15,51000,0,1
0,37,14,144000,0,4
1,66,5,7800,1,1
0,50,11,63000,1,1
1,48,9,6200,1,2
1,22,11,1500,0,4
0,54,9,43000,1,1
1,53,9,137000,1,1
1,42,10,40000,1,1
0,19,6,0,0,2
1,70,13,8100,0,1
0,41,4,13000,1,2
1,32,3,11500,1,2
0,58,1,10000,1,2
1,30,9,0,0,1
0,29,11,15800,1,4
1,51,12,25000,1,4
0,22,11,20800,0,1
0,25,13,50000,0,4
1,33,10,42500,1,2
1,44,13,70000,1,1
1,37,11,39100,1,1
0,21,9,80000,0,2
0,32,13,80000,1,1
0,43,11,48000,0,1
1,42,13,0,1,4
1,26,11,24000,1,3
0,31,11,40000,0,2
1,49,9,30000,1,1
0,33,10,60000,0,2
1,26,9,4200,1,1
1,36,4,3600,1,2
1,60,11,7200,0,1
0,59,1,60000,0,2
1,49,11,28800,0,1
0,49,13,40200,1,4
1,29,9,13500,0,2
0,70,11,9400,0,1
0,24,9,29400,0,4
1,62,13,40000,1,1
1,38,12,30000,1,1
1,61,11,21900,1,1
1,51,9,0,1,2
1,79,9,0,1,4
0,73,13,149000,1,1
1,33,13,85000,0,4
1,77,13,137000,0,1
1,31,7,0,1,2
0,56,5,12000,0,2
0,25,11,7200,0,4
1,27,14,47400,1,4
0,21,13,12000,0,1
0,81,9,29000,1,2
0,53,5,0,1,1
1,65,9,11800,1,1
0,37,8,7000,0,2
1,93,9,1900,0,2
0,38,9,3000,1,2
0,29,11,60000,1,1
0,49,11,9600,0,3
1,29,13,0,1,1
1,35,9,8200,0,2
1,32,15,60000,0,1
0,25,2,14100,0,2
1,22,8,0,1,2
1,23,9,31000,1,1
0,34,11,47000,1,1
0,18,7,0,0,2
0,21,5,31200,1,2
1,49,13,72000,0,1
1,74,10,10400,0,1
0,32,14,60000,1,2
0,36,8,22900,1,2
0,93,11,15000,0,1
0,34,10,42000,1,1
1,77,4,10900,0,3
0,42,15,104000,1,4
1,74,4,4800,1,2
1,61,13,44200,1,1
0,45,9,60000,1,1
0,37,3,6200,0,2
0,57,9,45000,0,1
0,21,11,0,0,1
1,44,12,10700,1,2
1,37,8,0,1,2
1,31,12,13000,0,2
1,52,3,12300,1,1
1,36,10,40800,0,1
0,37,5,45700,1,2
1,35,1,0,1,2
0,79,9,14200,1,1
1,46,13,18000,0,1
0,20,11,12000,0,2
0,57,14,78000,1,1
0,93,13,10400,1,4
1,71,9,0,1,1
1,30,9,0,1,4
0,36,12,71000,0,4
1,42,13,0,1,1
1,30,5,0,1,2
0,63,8,12100,0,3
1,58,10,59000,1,3
1,64,13,7500,1,3
1,56,13,58200,0,1
0,52,12,146000,1,1
0,39,7,12000,1,2
